countryID,health expenditure(GPT%),HealthcostID,InternetID,Average Annual Growth Rate (%),Healthdifference,depress change around 2002,medelID,hostID,GDP(pc)
0,2.95919013,3,3,1.3896836322755313,-14.562266920000003,9.697820404764812,3,0,1913.219721
1,5.59359694,3,3,0.5420580288618833,55.1231947,-1.1852674210431573,3,1,10408.71912
2,18.81582642,1,2,0.8030161786171919,1584.3065460000007,7.421103642318782,1,1,63528.6343
3,3.41433048,3,3,1.3593757875055028,14.091364329999998,-1.1356695493701565,3,0,3895.618152
4,2.95390352,3,3,2.1645674077475525,-8.88649546,-1.3620599556217527,3,0,1322.314783
5,3.38063431,3,3,2.645448686939152,-42.19383019,1.692237022544461,3,0,2074.613928
6,10.31291676,2,3,0.8532116229814208,-72.53871169999996,2.798232225150544,3,1,6923.700197
7,2.6280098,3,3,1.2820322863700973,-29.638551389999996,2.656941891718988,3,0,2233.305893
8,7.59624338,2,3,-0.003407688990092822,318.02218930000004,-4.017302655279266,3,1,10194.44141
9,3.48096275,3,3,2.5695300276805546,-2.6072013700000003,-5.029550637177163,3,0,918.6525941
10,6.2421484,3,3,1.2957576254307743,31.09697680000002,4.180348453649632,3,1,8654.997325
11,10.9042511,2,3,-0.03873588702366939,3005.2345315999996,3.952959553974768,3,1,39986.92863
12,5.11274004,3,3,1.7456899252996902,-16.46613982999999,-1.7375312933521236,3,0,3224.422811
13,4.36497974,3,3,2.289043552213033,-52.856722350000005,-0.6853104076309133,3,0,3571.556907
14,4.05092573,3,3,3.2330602326240245,-6.460279549999999,6.0076663113314055,3,0,524.6666863
15,4.68066788,3,3,1.0372683410378205,-14.872496189999993,-0.9391455047202157,3,0,3586.347297
16,5.33579969,3,3,1.4102776901682124,44.73290709999998,4.706621917336548,3,0,2746.419483
17,4.61794329,3,3,1.2883505414875156,228.01719442999996,4.886051669341228,3,0,8561.064333
18,12.82248878,2,2,0.10410982536121816,3373.177229,10.86257859050075,2,1,46772.82535
19,4.35930967,3,3,0.5177186717600233,124.49850883,1.681212892132379,3,0,7001.785413
20,3.74659801,3,3,2.931540295915357,7.425527300000001,-0.5829184528286362,3,0,1104.164429
21,11.97759342,2,3,0.6537229320594509,3320.7189078999995,-3.869335159528344,2,1,40318.41692
22,12.20504951,2,3,0.5184099279618211,2548.321912,2.5981380947477266,3,1,39055.28293
23,8.58329773,2,3,1.428213130182701,125.09312489999999,-1.9990087639600205,3,0,5741.641249
24,9.63378334,2,3,0.23402258615180838,1594.3625276,-1.5597617001543966,3,1,31918.69349
25,4.29190731,3,3,2.5485680818665823,10.58689648,-1.1306544389249495,3,0,1936.250752
26,4.62411975,3,3,0.7753881037548388,-44.89224874,-0.4337126656267145,3,0,1477.452905
27,8.99294186,2,3,1.268494396056808,216.2962811,4.188648237916215,3,0,5304.289129
28,8.36409569,2,3,0.4901696930364069,582.0290930000001,2.200295626532011,3,1,31721.29802
29,3.96206594,3,3,3.232180137463179,-8.46428999,-0.7386124462647103,3,0,846.8811992
30,3.01747656,3,3,1.9198866668951666,-5.790212400000001,12.130065456876537,3,0,608.3325195
31,10.71374989,2,3,0.7812101065262186,1349.4977752,1.5675471946296256,3,1,26959.67544
32,5.08489752,3,3,2.598052061879137,20.310077140000004,-2.487661298224374,3,0,4251.337253
33,6.32117987,3,3,1.8315186282474698,54.16775725000001,-5.84975025887735,3,0,3354.157303
34,9.98438072,2,3,1.0565715207805826,283.5104452,0.11704746586059755,3,0,8496.428157
35,15.53361392,1,3,3.271131968585689,-55.073679479999996,,3,0,516.8667974
36,6.49310207,3,3,-0.03997757294587993,449.8865054,-3.058908066553954,3,0,15816.8204
37,12.93967533,2,3,1.0781040985639492,2806.1412649999997,-5.193373848460759,3,1,43349.67786
38,5.99316072,3,3,1.206905364097282,-20.322489669999996,-1.2825615644219823,3,0,3258.10498
39,7.61658287,2,3,-0.7965372260120811,-3.851643199999984,-2.1343244296947574,3,0,3751.737305
40,2.91183472,3,3,3.6267276136548032,-5.944412,0.07217397465508668,3,0,1502.950754
41,0.0,3,3,2.8262009330851496,0.0,1.1855953086253876,3,0,0.0
42,6.74741459,3,3,1.6419304135774078,-9.2027359,-7.010384557685699,3,0,1759.307471
43,0.0,3,3,2.802101163317347,0.0,3.214255409309061,3,0,0.0
44,7.61939621,2,3,2.867735473433046,5.344002669999999,1.6047404401839263,3,0,454.0623643
45,3.99029994,3,3,2.4671971170776836,7.348069330000001,-13.254626537161254,3,0,2176.576218
46,6.30416107,3,3,1.2784525934206843,140.05680690000003,-2.522240218830163,3,0,6063.62658
47,4.12441826,3,3,1.629606988368641,23.1070273,10.87746605320773,3,0,10160.82935
48,5.17351818,3,3,0.8957536627405842,-17.110880419999997,4.182814039855302,3,0,1139.189892
49,3.87958431,3,3,3.025433063459168,-0.7406867100000003,7.43619176357879,3,0,462.4042288
50,3.72245775,3,3,2.599981135671754,-11.022185760000003,3.755437040084264,3,0,2349.069882
51,3.81606245,3,3,0.6997754047227802,-17.133197410000008,1.1752251442211517,3,0,0.0
52,3.76582599,3,3,2.722086860669628,-32.19837219,7.741919181178972,3,0,1539.130547
53,6.20069504,3,3,3.8680219012567667,-3.0723679599999993,-0.5523724081606183,3,0,564.8219973
54,10.6489954,2,3,1.4711756255725645,2960.954912,6.920704206419046,3,1,51722.069
55,0.0,3,3,,0.0,-1.9327946040118889,3,0,0.0
56,0.0,3,3,,0.0,29.31030587794713,3,0,0.0
57,4.3081193,3,3,3.2312974863531934,1.527379960000001,4.251002015539251,3,0,822.9061375
58,0.0,3,3,,0.0,1.7174220445465878,3,0,0.0
59,6.71932602,3,3,3.0187550337150033,2.749027469999998,13.165652789104485,3,0,833.2443361
60,4.06584978,3,3,0.7765643104021971,-9.978711590000003,-7.455968319534623,3,0,3852.389968
61,5.43400049,3,3,2.777170270719576,2.8834310400000014,-0.44116977631806087,3,0,622.1845914
62,5.61788416,3,3,3.2985085556565052,15.616648040000001,-0.07730802227913358,3,0,956.8317475
63,3.78894091,3,3,1.2029980828875104,110.3826876,1.4974419573544289,3,0,9121.636402
64,9.75300503,2,3,1.1954822237625347,163.52642949999995,-2.3893138657224178,3,0,13165.38634
65,6.27236223,3,3,-0.7448020755112037,488.24584699999997,0.7093143926914394,3,0,13047.45768
66,5.40748835,3,3,3.437571184127467,-15.364730989999998,-1.552272631858398,3,0,643.7722162
67,0.0,3,3,2.800320894006415,0.0,2.1416630266579517,3,0,0.0
68,8.47677135,2,3,1.6874708982874203,83.36050440000002,-0.4591787527839166,3,0,5645.19929
69,6.46871376,3,3,2.1749343551712754,-64.9345688,0.3415940155413253,3,0,4609.897258
70,5.15119171,3,3,2.7156135326149866,-12.551646359999996,-1.2334780813908708,3,0,1492.475904
71,11.1359272,2,2,0.46562001282589716,2199.673287,-0.9866215788525992,3,1,52162.57012
72,7.50527,2,3,1.253197823597348,-43.911881820000005,1.4321101121419915,3,0,1577.91174
73,3.42558146,3,3,1.3228960143391144,-0.07157139999999984,1.6386957281770442,3,0,1372.696674
74,4.0445075,3,3,2.368640345128889,-13.808309670000002,0.4550086831777267,3,0,1073.659339
75,7.3156209,2,3,2.519221923892547,9.232763109999999,-3.5155473654336475,3,0,773.8205575
76,2.5893681,3,3,3.00158961456063,-4.127347180000001,-0.7061242966463617,3,0,1237.949295
77,6.50141716,3,3,2.917016667620702,0.8121157300000004,-12.38517038189162,3,0,216.8274174
78,7.857059,2,3,1.6220829796384635,112.37535315,0.16915696770965916,3,0,3068.812555
79,6.34364796,3,3,1.0291922804577252,39.72104343999999,1.9300974506442046,3,0,3497.733231
80,3.22171094,3,3,1.5838852087575075,-19.5623884,-3.282586065322665,3,0,1283.141228
81,11.06453228,2,3,0.5923431978354895,2922.5518190000003,2.4698285058177056,3,1,45517.90382
82,4.94000483,3,3,1.0981839222330003,113.68784389999999,1.3524906979431819,3,0,7167.914932
83,7.4691391,2,3,3.5164886450662722,12.2989283,-17.269237434206815,3,0,3987.650174
84,5.25355768,3,3,3.121669809443512,-6.83668799,-4.825861790481923,3,0,0.0
85,12.48644733,2,3,,973.8859494,-5.20789730770543,3,0,9499.590202
86,9.03509808,2,3,2.08951145805863,-38.82889478,1.9151882381823206,3,0,2354.12148
87,11.37992764,2,3,0.7817478203218504,4329.1922011999995,-2.2963636154109235,3,1,52837.90398
88,2.52693653,3,3,2.730165587069888,37.92074323,-0.9621012904697857,3,0,2446.084413
89,9.24007225,2,3,0.20279215086451252,1586.3539415,-3.508963699947676,3,0,22992.87938
90,4.60676527,3,3,1.1351285117797418,-58.70617942999999,5.536719983006954,3,0,4229.910649
91,8.17697811,2,3,2.13010676019632,-27.16444674,-5.423863691687835,3,0,852.3302296
92,9.50820732,2,3,-0.02570981862768685,135.60906779999993,-7.088209580262948,3,1,17658.9473
93,10.54930592,2,3,0.003970701940604866,678.3793813000001,1.52325877451554,3,0,22242.40642
94,7.25031424,2,3,-0.2258160572395747,490.949099,-7.381340453067186,3,0,16125.60941
95,5.67226824,3,3,6.134220713895838,481.58944370000006,1.8233058062850347,3,0,37629.17417
96,6.40607214,3,3,-0.29825954485993833,171.67347209999997,-0.6218703110010253,3,0,6542.86454
97,8.31950188,2,3,1.9726290099902717,1656.12745,-3.430770431101493,3,0,44846.7916
98,5.96301126,3,3,2.646007536088032,-25.786999710000003,5.40907725568286,3,0,875.2454099
99,8.75637054,2,3,2.811375924234793,-17.705585300000003,8.21358930465449,3,0,493.4322524
100,11.47426033,2,3,0.5280205380121418,2945.810353,-7.984214610045459,3,1,48809.22688
101,11.79635048,2,2,0.9214879341805366,-2956.2312009999996,-22.89393368449455,3,1,85656.32267
102,2.6947608,3,3,1.502958621132011,0.7277265199999974,0.261434595799404,3,0,2593.355097
103,0.0,3,3,,0.0,,3,0,0.0
104,8.62854576,2,3,1.363903912815358,45.049707690000005,-0.679343934644872,3,0,1876.607372
105,8.73161697,2,3,-0.4272421830796593,151.97258070000004,-2.7688489125895295,3,1,7733.803494
106,0.0,3,3,1.2618885500737023,0.0,-6.572973161712847,3,0,0.0
107,7.57704258,2,3,1.5963734567933798,35.17534280000001,2.662357580794115,3,0,5353.348045
108,5.25933695,3,3,1.463173239407892,-0.7371249899999981,-2.2480170762479865,3,0,1182.521506
109,8.52063847,2,3,-0.8145195209061382,185.9865203,-9.097029257983323,3,0,10153.4766
110,5.68487024,3,3,1.4697437437007017,-311.32464884,-4.582315535644689,3,0,7297.180042
111,9.85177708,2,3,0.2731535549284078,72.80285849999999,-3.1947744275659384,3,0,3961.726633
112,4.46762228,3,3,2.5005180928024555,-2.152741380000002,1.1549685206650153,3,0,1838.448124
113,6.05388212,3,2,1.7500782153908527,170.50228700000002,-13.785059478720612,3,0,61274.00646
114,10.52817535,2,1,0.4434224650333678,4488.5180448,-4.629473370677747,3,0,60915.4244
115,9.40206814,2,3,1.4286683370033908,-16.70421218,,3,0,435.4692482
116,7.23213387,2,3,0.054434486309182864,843.7379727,21.036800256665877,3,0,19551.62116
117,9.61349583,2,3,0.3317101363116347,2962.8394613,-16.818698660488025,3,1,49169.71934
118,9.49941349,2,3,2.9157419098064565,-19.60711845,4.35121456032409,3,0,597.5296919
119,11.41755009,2,3,0.901093550566447,5503.636154,6.781251346843998,3,1,68340.0181
120,0.0,3,3,,0.0,4.17065972728949,3,0,0.0
121,10.02858734,2,3,1.3900164693584618,2282.0471568000003,0.3403282403326102,3,0,41760.59478
122,7.855371,2,3,1.4980652350381467,416.96024959999994,1.4932126464412665,3,0,12179.25667
123,7.95365763,2,3,2.9382438569947005,-327.9213285000001,9.184371941520556,3,0,5599.957523
124,7.10143661,3,2,1.3376872832213953,3512.2728039999997,2.3659350068783596,3,0,85420.19086
125,3.35572982,3,3,2.2858759579032277,-7.130820549999999,-1.6810480950168554,3,0,1868.468248
126,5.32572365,3,3,3.170228514078767,679.91693153,-9.156573458565042,3,0,16707.62301
127,9.66291618,2,3,1.7224911649412995,262.5152017,-0.5331677151459786,3,0,13293.33321
128,6.30743313,3,3,3.824529684489763,1223.0186683,3.5676483922249815,3,0,24297.70114
129,7.76502275,2,3,-0.3933064330498405,697.8946576,-6.907401137186587,3,0,14236.53525
130,4.09359646,3,3,2.257594460652919,-5.8924452700000005,1.1803937548140802,3,0,0.0
131,7.6048708,2,3,-0.5085390351612056,-68.16300010000002,0.16885596917823875,3,0,4255.742993
132,4.94451141,3,3,1.6878440254824256,70.18052539,0.6893054271876364,3,0,4041.174145
133,9.15207481,2,3,0.2651658071550885,622.0808691,3.2291662287981,3,0,15650.49943
134,6.77933121,3,3,-0.5358519054759998,100.3570918,-3.7769618592516245,3,0,4376.242493
135,0.0,3,3,-0.9290678621224352,0.0,3.4225180488776985,3,0,0.0
136,9.8411274,2,3,-0.3625808538495859,238.3691703,-4.015940177414091,3,0,6095.102479
137,2.6129365,3,3,3.082792460711315,2.8428925399999994,0.8623950636301392,3,0,704.0304578
138,0.0,3,3,-0.3527133366456848,151.16940133,0.9976240425928182,3,0,5343.037704
139,6.61175442,3,3,0.2920925540980133,122.22541525,1.011745887648953,3,0,4897.26477
140,12.24103546,2,3,-0.19477133898379698,-333.0749389,2.0923278497105846,3,0,4505.867746
141,4.18303919,3,3,8.396587049200091,1274.8484297999998,-2.2524855406849795,3,0,52315.66008
142,6.18664551,3,3,1.9596942450193304,199.77515448000003,10.681088210470762,3,0,5875.070606
143,7.53844357,2,3,-1.117030117209009,576.8627206000001,-3.3056542289614854,3,0,20363.92441
144,8.8962574,2,3,1.5871032959393587,15.551839599999994,-1.8336313434512732,3,0,4252.041807
145,3.42724609,3,3,2.8392542592532393,49.55992458,7.502208052881734,3,0,6680.08267
146,11.78428555,2,3,0.49563365573777185,39.32922707,0.028495355511704012,3,0,939.5042491
147,8.40978622,2,3,2.1164478789389594,-36.2742847,0.06413869085823976,3,0,710.258133
148,9.45357895,2,3,0.2652850008097282,1096.7523883,-3.9886531711160274,3,0,25545.241
149,7.8894825,2,3,,94.17791780000002,0.013548375545446856,3,0,5965.450232
150,7.44663048,2,3,-1.1025345507457254,355.2519473,-5.801600743365626,3,0,18207.13964
151,3.7683413,3,3,4.230297633060255,-127.13448405,1.7260138572116972,3,0,6327.598962
152,7.31458092,2,3,0.49681140607185037,-77.54915400000004,-2.792908156496736,3,0,13871.79822
153,4.72300106,3,3,4.324497861059471,281.87461470000005,-5.869754958723959,3,0,23433.18724
154,9.85141468,2,3,1.9779972238695085,58.73557640000001,-3.2516124180138273,3,0,1660.308309
155,7.75206661,2,3,-0.2449054995512606,968.3897094,-7.471141758504274,3,0,23595.24368
156,6.65996122,3,3,0.3229895465526215,25.67958040000002,-1.2519097585561774,3,0,9005.462022
157,8.0934782,2,3,1.2751101846919235,1274.8297102000001,5.695654254507943,3,0,28035.98438
158,6.51153374,3,3,0.826259901545893,61.85616943000001,9.944170531690332,3,0,3372.904639
159,2.00786304,3,3,1.609043386167429,13.796201450000002,9.405913249839237,3,0,2917.996281
160,0.0,3,3,,0.0,,3,0,0.0
161,3.74984646,3,3,0.6033533909421507,74.94830958,1.0041983901428537,3,0,4864.106008
162,5.34622765,3,3,2.570085790359195,-46.729368980000004,-4.137161528375906,3,0,1519.58678
163,5.50864172,3,3,0.29506439967057146,179.34813606,3.9641191750733746,3,0,6863.074346
164,4.37174511,3,3,1.4574932923744774,81.76214683,1.0213486108616294,3,0,3009.925516
165,4.43218184,3,3,2.577207297316813,76.80952792000001,3.3106184261340275,3,0,2222.462143
166,0.0,3,3,,0.0,,3,0,0.0
167,5.76745605,3,3,1.8495378210948743,5125.596326,-2.7257044790839444,3,0,117370.4969
168,6.77187824,3,3,1.2866573519504114,139.41246539999997,4.266294490677947,3,0,4796.533314
169,11.42177582,2,3,0.13070024123663995,215.94430480000005,-0.2361227548458018,3,0,7677.369141
170,6.01976061,3,3,1.2448570141310555,63.66506006,14.147403272531562,3,0,3223.735602
171,0.0,3,3,,0.0,,3,0,0.0
172,10.83521566,2,3,1.4199531951644375,1046.749107,0.7453863159636143,3,0,29196.97775
173,11.34723186,2,3,1.6967565156716446,509.1803616,-19.780714007586162,3,0,7282.372916
174,2.39377809,3,3,1.554093426556186,572.9866223399999,-0.8820789918579095,3,0,27179.34442
175,6.92425728,3,2,2.6404787248415764,123.88996741999999,-1.8633872688019748,3,0,5266.87616
176,7.59363365,2,3,1.2406893100989795,397.6615117,-1.9924171928108692,3,0,23998.26802
177,0.0,3,3,,0.0,,3,0,0.0
178,9.55796337,2,3,1.3422004046653244,3754.4847716,2.1279666744317915,3,0,58813.79698
179,0.0,3,3,,0.0,,3,0,0.0
180,0.0,3,3,,0.0,,3,0,0.0
181,3.96995449,3,3,2.3179865178981,63.55997805,-0.3109383836250039,3,0,2917.756849
182,0.0,3,3,,0.0,,3,0,0.0
183,0.0,3,3,,0.0,,3,0,0.0
184,0.0,3,3,,0.0,,3,0,0.0
185,7.20014429,2,3,0.3233364660696465,59.07729410000002,1.1054744454017964,3,0,16643.80658
186,4.90671349,3,3,,30.503112790000003,0.10816294128890291,3,0,2161.310201
187,5.32613707,3,3,0.648526927344713,121.91911495,-3.0743418859148086,3,0,4042.722715
188,0.0,3,3,,0.0,,3,0,0.0
189,6.7380271,3,3,0.5629021066018811,-11.104512699999987,0.3969497924902434,3,0,8458.075063
190,0.0,3,3,,0.0,-0.6824449299109308,3,0,0.0
191,11.64184189,2,3,1.7585258931410208,128.27816109999998,-0.1601919755299619,3,0,1403.993738
192,5.82064009,3,3,0.46544874687150245,-101.66534540000004,1.3483598919666235,3,0,8437.536782
193,11.5599966,2,3,-0.09297414158203088,91.93949054000001,-3.2632659635110315,3,0,3639.412699
194,0.0,3,3,,0.0,,3,0,0.0
195,5.31753922,3,3,0.05196136118466219,120.03845276999999,0.3583049423822615,3,0,4605.970878
196,6.38917351,3,3,0.9162906849477512,503.09351680000003,1.255803024063006,3,0,12020.02191
197,0.0,3,3,0.909657131654952,0.0,,3,0,0.0
198,4.81775093,3,3,0.13762240138386939,154.32617290000002,1.3224392375387861,3,0,8306.367581
199,0.0,3,3,,0.0,0.2090650184756626,3,0,0.0
200,5.61472893,3,3,1.28032952329739,170.960977,0.7059385516462697,3,0,15284.77238
201,0.0,3,3,,0.0,,3,0,0.0
202,9.05175877,2,3,1.0930549329784673,1546.4482659999999,-1.1250951891069505,3,0,37207.222
203,5.64582825,3,3,0.14596151789966863,137.19751259999998,0.14767438657398912,3,0,7003.469891
204,0.0,3,3,,0.0,,3,0,0.0
205,0.0,3,3,,0.0,-3.396456485826249,3,0,0.0
206,0.0,3,3,,0.0,,3,0,0.0
207,0.0,3,3,,0.0,2.8299158506522204,3,0,0.0
208,0.0,3,3,,0.0,,3,0,0.0
209,0.0,3,3,,0.0,4.677249128171879,3,0,0.0
210,5.36557055,3,3,1.1937173072706542,25.852626999999984,3.7499683635079606,3,0,18566.01785
211,0.0,3,3,,0.0,,3,0,0.0
212,0.0,3,3,,0.0,,3,0,0.0
213,0.0,3,3,,0.0,0.29976417148586876,3,0,0.0
214,13.00799465,2,3,-0.7203375395387648,309.36847134,0.25177009881047674,3,0,5567.972727
215,0.0,3,3,,0.0,,3,0,0.0
216,1.67133093,3,3,,2276.9685139000003,5.15595073078028,3,0,182537.3046
217,8.69089031,2,2,1.0101699173323895,3099.350098,3.8741668199864208,3,0,45321.48922
218,0.0,3,3,,0.0,,3,0,0.0
219,0.0,3,3,,0.0,,3,0,0.0
220,0.0,3,3,,0.0,,3,0,0.0
221,18.39064217,1,3,-0.23366013071895453,1249.9834561,0.30699988044612425,3,0,14016.2475
222,0.0,3,3,,0.0,1.2407383465318524,3,0,0.0
223,0.0,3,3,,0.0,,3,0,0.0
224,11.96898365,2,3,1.302690365190365,815.88477614,1.0924631691965452,3,0,10124.7005
225,21.53916931,1,3,0.6172839506172836,873.81899323,0.12154318511614637,3,0,4674.909088
226,0.0,3,3,,0.0,,3,0,0.0
227,0.0,3,3,,0.0,,3,0,0.0
228,0.0,3,3,,0.0,,3,0,0.0
229,0.0,3,3,,0.0,,3,0,0.0
230,0.0,3,3,,0.0,,3,0,0.0
231,0.0,3,3,,0.0,-1.3005574778634212,3,0,0.0
232,0.0,3,3,,0.0,-1.019890324241203,3,0,0.0
233,0.0,3,3,,0.0,,3,0,0.0
